Latitude,Longitude,Beat,District,Ward,Community Area,Hour,DayOfWeek,Month,Year,Location_Description_Clean,TimeOfDay,Season,Arrest_Target
41.71230241146999,-87.50169897812991,1977,8,7,64,11,5,10,2021,PARKING LOT,Morning,Spring,0
41.82621975806635,-87.73645989681991,1269,8,18,2,8,0,3,2018,STREET,Afternoon,Spring,0
41.6704285101899,-87.58277445929855,1647,23,19,36,2,3,12,2022,STREET,Night,Fall,0
41.68819349325311,-87.75556972172002,186,11,15,11,3,4,11,2018,STREET,Night,Fall,0
41.849183886369744,-87.59162417482113,208,15,39,68,5,4,9,2019,RESIDENCE,Morning,Spring,1
41.80946272475227,-87.68206333927095,1546,18,44,68,8,5,6,2022,STREET,Afternoon,Spring,0
42.057422950534054,-87.55103205132392,1468,6,22,64,1,3,8,2018,RESIDENCE,Morning,Spring,0
41.78119694955832,-87.76507585144245,1389,22,39,1,1,4,4,2019,RESIDENCE,Night,Winter,1
41.890294175139026,-87.67806301108034,1857,12,42,26,17,2,4,2023,STREET,Afternoon,Spring,1
41.916132143959764,-87.66649159372153,1709,15,30,11,20,0,8,2018,APARTMENT,Evening,Winter,1
41.60654722829417,-87.7621776761898,1093,23,20,2,21,1,7,2022,SIDEWALK,Evening,Fall,0
41.931768686008354,-87.88505958034064,1617,6,32,40,2,2,5,2018,SIDEWALK,Evening,Summer,1
41.68901798343488,-87.90789826688945,1456,18,42,4,2,6,2,2022,APARTMENT,Night,Summer,1
42.080535158734726,-87.94249780223016,921,24,25,37,17,1,6,2018,STREET,Evening,Summer,0
41.67433136387656,-87.55690958108966,1536,20,23,61,5,2,1,2021,RESIDENCE,Night,Summer,0
41.80731206186351,-87.84358628949259,1737,9,5,5,0,2,7,2023,PARKING LOT,Afternoon,Fall,0
41.642674834039326,-87.85482196282321,1036,8,41,15,14,6,9,2018,APARTMENT,Morning,Summer,0
42.09843712592298,-87.61878406980827,1104,14,30,67,10,6,5,2018,SIDEWALK,Night,Fall,0
41.851097505165626,-87.80599274911067,748,19,48,26,9,2,5,2021,SIDEWALK,Afternoon,Fall,0
41.89769250866002,-87.72227988841468,290,19,39,6,3,0,12,2019,RESIDENCE,Afternoon,Spring,0
41.633538238694214,-87.87687002061615,1032,8,27,44,13,1,7,2022,SIDEWALK,Afternoon,Spring,0
41.97498023519959,-87.51811442534212,241,2,42,58,1,3,5,2020,SIDEWALK,Morning,Summer,0
41.70495279654779,-87.56678836999224,1992,4,37,46,12,3,10,2019,RESIDENCE,Night,Spring,0
42.049027144720355,-87.56129466966576,1196,6,7,42,15,5,12,2022,STREET,Afternoon,Winter,0
41.702569820241,-87.7669518131426,939,3,5,48,11,4,12,2018,SIDEWALK,Evening,Winter,0
41.69534386033183,-87.60693745383178,1290,3,15,27,21,0,4,2019,STREET,Evening,Fall,0
41.61827483392405,-87.8852557300746,267,19,42,20,4,5,1,2018,PARKING LOT,Afternoon,Spring,0
41.836033472555,-87.94612144883371,665,11,8,70,18,5,6,2019,STREET,Evening,Summer,0
41.88242056663131,-87.9410121803399,1382,10,9,35,2,0,9,2019,RESIDENCE,Evening,Summer,1
41.63285431971418,-87.68602921816795,1562,12,11,76,20,0,4,2020,RESIDENCE,Night,Winter,0
41.98776380834751,-87.74507229263843,1234,14,22,48,19,2,10,2021,RESIDENCE,Morning,Spring,1
41.82664441737401,-87.71689309299117,843,18,34,67,20,0,11,2019,SIDEWALK,Night,Winter,0
41.86219513466379,-87.94664158681225,772,24,35,68,1,3,4,2018,APARTMENT,Afternoon,Spring,0
41.82038137346912,-87.75979102115416,963,9,13,52,16,0,5,2020,SIDEWALK,Afternoon,Summer,0
41.80038153043766,-87.62686932745962,938,15,11,68,20,6,6,2019,STREET,Evening,Winter,0
41.87982016565411,-87.75078783411466,630,24,32,4,10,2,3,2021,PARKING LOT,Night,Spring,0
41.67762012296536,-87.6205013571595,1413,3,42,39,0,1,9,2018,PARKING LOT,Afternoon,Summer,1
41.690964065247634,-87.84514146602143,1073,23,15,21,18,5,1,2020,PARKING LOT,Afternoon,Spring,0
42.03089281050676,-87.58408609798322,661,11,38,66,7,0,11,2022,PARKING LOT,Evening,Summer,0
42.07305773106682,-87.68520594179594,1633,10,1,16,10,6,6,2023,APARTMENT,Evening,Fall,0
41.78665465813988,-87.85515660525654,274,18,46,7,7,6,6,2021,PARKING LOT,Afternoon,Fall,0
41.73537233657178,-87.84347578586578,401,4,24,9,16,5,8,2022,SIDEWALK,Night,Spring,0
41.92199977161951,-87.66738629094371,1819,13,43,17,19,1,5,2022,PARKING LOT,Morning,Winter,0
41.804367085549046,-87.5765271830544,284,6,40,12,5,4,9,2020,RESIDENCE,Night,Spring,0
41.612693177830174,-87.76296749808688,1462,21,22,57,6,2,9,2020,STREET,Evening,Fall,0
41.678076298683095,-87.83376480689259,609,13,3,45,20,5,12,2020,SIDEWALK,Afternoon,Winter,0
41.9579861144237,-87.55984477689023,918,20,14,11,12,0,2,2022,APARTMENT,Evening,Fall,0
41.929461970955074,-87.64882926871212,1433,5,2,13,6,4,5,2023,SIDEWALK,Afternoon,Fall,1
41.61354799625175,-87.74836153072262,1630,20,32,31,10,4,12,2018,RESIDENCE,Afternoon,Winter,1
41.71098608096648,-87.73044491212431,1469,14,48,26,9,1,7,2020,PARKING LOT,Morning,Winter,0
41.71553739829404,-87.85808458942863,1204,13,38,63,7,5,2,2021,PARKING LOT,Evening,Fall,0
41.93594637179937,-87.66793881647082,1497,14,33,31,9,5,7,2020,APARTMENT,Morning,Summer,0
41.60985526887718,-87.7885658702557,255,8,46,22,21,3,9,2023,STREET,Night,Winter,0
41.65205429099229,-87.50195967049655,886,16,42,6,10,3,8,2020,PARKING LOT,Evening,Fall,0
41.99995804268659,-87.73391741813215,894,13,6,20,19,3,10,2023,APARTMENT,Morning,Winter,0
41.68927233102717,-87.73135147721467,531,24,41,10,16,5,9,2020,PARKING LOT,Evening,Winter,1
41.926373053925936,-87.6953666956652,1623,15,39,35,10,5,4,2022,SIDEWALK,Morning,Fall,0
41.71909139052337,-87.53745979859656,860,19,25,26,15,3,8,2023,APARTMENT,Morning,Summer,0
41.649720696379674,-87.58963185506312,246,1,34,71,4,2,9,2018,APARTMENT,Evening,Spring,0
41.72158609549973,-87.74699146859098,580,22,11,37,9,6,10,2020,APARTMENT,Night,Fall,0
41.96113346592783,-87.62658533031224,534,2,46,8,19,6,12,2022,PARKING LOT,Morning,Summer,1
42.027848234053145,-87.68619402554866,1642,18,37,5,4,6,2,2021,APARTMENT,Morning,Fall,0
42.015109932283494,-87.72843482808445,1792,19,41,44,19,0,10,2018,SIDEWALK,Evening,Summer,0
41.79859176480923,-87.86345790224705,1806,8,7,67,8,0,3,2022,STREET,Night,Spring,1
41.93404256828533,-87.7412286814453,168,3,46,72,2,2,1,2023,STREET,Evening,Spring,0
41.702492147707915,-87.83938163583984,1729,23,48,49,2,1,1,2019,RESIDENCE,Afternoon,Winter,0
41.74657386513051,-87.53832103256676,974,14,22,36,9,6,10,2021,SIDEWALK,Evening,Winter,0
42.04816790926056,-87.79906693392664,285,9,48,26,6,6,6,2021,SIDEWALK,Afternoon,Spring,0
41.60650096175537,-87.52148119345998,1003,8,39,45,1,0,1,2019,APARTMENT,Morning,Fall,0
41.642754265427236,-87.71012511945739,781,17,10,61,7,5,5,2022,RESIDENCE,Night,Spring,0
41.70394312757301,-87.66580502959573,303,23,21,44,11,4,6,2022,SIDEWALK,Night,Summer,0
41.61326610193691,-87.7056767999798,653,23,6,4,21,5,9,2023,SIDEWALK,Evening,Summer,0
41.6907177175449,-87.89177872236499,112,24,49,76,8,0,6,2021,SIDEWALK,Afternoon,Summer,0
41.891520780484846,-87.78088045144642,765,16,1,58,10,2,4,2022,PARKING LOT,Evening,Spring,0
41.810712275296254,-87.90538424947508,1397,10,34,26,18,1,1,2019,SIDEWALK,Night,Winter,1
42.04633585553849,-87.66967068011748,1421,21,14,29,19,0,6,2022,PARKING LOT,Afternoon,Summer,1
42.00872178086922,-87.7489066121598,150,10,36,9,22,2,7,2021,SIDEWALK,Night,Summer,0
41.770908675848936,-87.59990676279308,599,24,27,36,16,4,5,2022,STREET,Afternoon,Spring,0
41.72971171671565,-87.85078828355029,468,6,9,4,12,3,6,2018,PARKING LOT,Evening,Summer,0
41.78984620408364,-87.8759452737068,823,22,6,59,0,4,10,2019,PARKING LOT,Morning,Spring,0
41.8951474712574,-87.76715049606631,1779,17,31,37,0,4,8,2019,APARTMENT,Morning,Winter,1
41.73403182041144,-87.53303657755173,456,16,17,13,7,6,1,2020,SIDEWALK,Afternoon,Summer,0
41.91207445392457,-87.63031018324442,1126,15,43,20,12,1,8,2022,RESIDENCE,Afternoon,Summer,0
41.80470582609562,-87.76148436884318,1377,22,36,17,5,0,12,2023,RESIDENCE,Morning,Summer,0
41.876023590425994,-87.71722752361056,1598,14,21,51,2,3,11,2019,RESIDENCE,Evening,Spring,0
41.81806326456766,-87.91210414497031,946,4,27,55,15,2,2,2022,RESIDENCE,Evening,Spring,0
41.74723287977096,-87.50694084663076,1629,4,41,33,9,3,2,2018,STREET,Night,Fall,0
42.07422665348108,-87.65011671288728,355,2,28,21,6,0,8,2021,RESIDENCE,Night,Winter,1
41.98180289707988,-87.82156816919147,1733,11,16,22,21,1,2,2021,APARTMENT,Morning,Fall,0
41.67005658788323,-87.68638622260315,1808,4,35,25,20,0,8,2020,RESIDENCE,Morning,Fall,0
42.03423398794896,-87.90073293526895,1273,21,36,67,2,2,5,2020,APARTMENT,Morning,Fall,0
41.84371559912476,-87.51537349903658,1611,21,35,12,13,3,9,2023,PARKING LOT,Afternoon,Spring,0
42.04727611344705,-87.87134675545249,378,16,45,15,15,4,9,2019,SIDEWALK,Night,Summer,0
41.99992762797366,-87.65838635687516,1182,21,19,2,3,0,8,2023,RESIDENCE,Morning,Summer,1
41.812606752234615,-87.83954549185748,545,4,21,4,12,5,9,2019,APARTMENT,Morning,Spring,0
41.61123465416006,-87.62709737780816,212,1,33,45,0,1,7,2019,APARTMENT,Night,Fall,0
41.73433867969248,-87.60043038474187,935,24,23,13,4,1,8,2018,SIDEWALK,Morning,Winter,0
41.87081710733043,-87.64696112198986,854,19,6,55,17,3,6,2020,PARKING LOT,Morning,Spring,0
41.916739109913074,-87.67347524288516,1945,2,32,32,11,4,9,2020,RESIDENCE,Evening,Fall,0
41.7289438427166,-87.5483889077216,1692,9,22,22,10,2,2,2021,APARTMENT,Night,Spring,0
41.66967803703641,-87.91461798005462,1612,23,3,55,8,4,3,2020,RESIDENCE,Evening,Summer,1
42.01746511839965,-87.80108835539892,1530,13,35,17,6,3,2,2020,STREET,Night,Summer,0
42.09220109035178,-87.83827063416612,466,18,16,70,13,4,6,2018,APARTMENT,Morning,Summer,0
41.86284509115134,-87.50539371707056,1183,16,42,51,23,3,3,2023,PARKING LOT,Afternoon,Fall,0
41.68583964292415,-87.77477459914991,428,16,25,8,2,4,11,2019,SIDEWALK,Afternoon,Spring,0
41.736153663259685,-87.62032428534182,827,10,17,61,15,0,1,2023,APARTMENT,Evening,Fall,0
41.609195338273736,-87.64187367625355,1592,9,39,10,6,1,4,2018,STREET,Afternoon,Spring,0
42.05714940328025,-87.85456344313518,1868,11,13,19,0,3,5,2022,SIDEWALK,Afternoon,Winter,0
41.65887554144507,-87.8424510439048,1105,4,28,14,5,3,12,2021,PARKING LOT,Evening,Summer,0
41.88825823775713,-87.82342194640114,1690,10,11,67,5,1,11,2021,RESIDENCE,Morning,Winter,0
41.7370276103436,-87.76499272478328,819,3,10,55,9,5,4,2021,RESIDENCE,Night,Summer,0
41.8770890012579,-87.84455372045727,1186,6,39,61,11,5,6,2023,APARTMENT,Morning,Winter,1
41.925710194175934,-87.94115683276392,283,3,24,56,21,2,3,2019,SIDEWALK,Evening,Fall,0
42.014870901853605,-87.55427312443676,1122,9,38,63,18,3,10,2019,STREET,Morning,Summer,1
41.7032106358803,-87.5154755758786,410,3,24,11,5,0,6,2019,STREET,Morning,Fall,1
41.60549791432924,-87.79629332583579,1916,18,33,47,13,4,10,2021,PARKING LOT,Evening,Fall,0
41.6684428150344,-87.79767190425854,1661,8,17,6,2,0,1,2021,SIDEWALK,Evening,Spring,0
42.050009320924055,-87.94680868425154,276,22,44,34,9,3,6,2023,SIDEWALK,Evening,Summer,0
42.03694503878126,-87.64388719025133,1698,8,36,65,8,2,8,2023,RESIDENCE,Afternoon,Winter,0
41.898706551085155,-87.57855204691312,1552,15,35,64,22,3,10,2021,PARKING LOT,Evening,Winter,0
41.90025843021683,-87.884026264838,1196,13,6,66,19,2,8,2022,PARKING LOT,Evening,Summer,0
41.93251833727313,-87.87815014278479,946,7,16,31,18,1,1,2022,PARKING LOT,Evening,Spring,0
41.687685639311724,-87.59446253751285,1290,19,45,62,21,4,7,2023,SIDEWALK,Evening,Summer,0
42.05720597296248,-87.67266916324064,1348,8,28,54,14,0,10,2021,RESIDENCE,Morning,Fall,0
41.809385262446035,-87.92981274906754,1700,10,41,8,8,2,10,2019,PARKING LOT,Evening,Spring,0
41.79156926412475,-87.66985385429197,1704,17,32,42,18,0,12,2019,RESIDENCE,Night,Fall,1
41.85945885264142,-87.8109870247203,108,1,26,41,7,6,4,2022,PARKING LOT,Evening,Summer,0
41.62348298338753,-87.78407368003812,335,13,11,59,21,1,12,2022,SIDEWALK,Night,Spring,0
41.68314168437804,-87.6036208617664,809,13,25,40,3,3,6,2021,RESIDENCE,Night,Summer,0
41.96901680821318,-87.58507916329732,1023,24,31,22,4,2,6,2021,APARTMENT,Afternoon,Summer,0
41.64139933396257,-87.76983951792208,784,16,21,24,18,4,5,2019,PARKING LOT,Afternoon,Spring,1
41.9015760547332,-87.52378117879714,893,9,45,38,13,6,10,2023,SIDEWALK,Morning,Spring,1
41.722674554840665,-87.76709177692157,1151,10,3,2,17,2,9,2020,RESIDENCE,Evening,Summer,0
41.794647807020986,-87.60267378414645,907,6,12,41,18,5,11,2023,STREET,Evening,Winter,0
41.74434686838535,-87.73225523094608,1769,5,40,19,5,3,10,2019,SIDEWALK,Night,Spring,0
41.77783635823248,-87.54611045306507,126,2,46,2,4,3,8,2023,SIDEWALK,Evening,Winter,1
41.959522952592124,-87.54150744035742,649,11,41,62,10,4,12,2019,STREET,Night,Winter,1
41.74856085781159,-87.91066243645801,1319,9,25,16,23,4,6,2021,STREET,Afternoon,Winter,0
41.88320232014845,-87.5285780009104,1326,6,17,22,4,1,4,2020,APARTMENT,Morning,Winter,0
41.838025201099555,-87.5785093213158,184,8,38,14,7,6,4,2020,APARTMENT,Afternoon,Fall,0
41.93183558268132,-87.5939101785593,1955,9,36,56,4,6,9,2021,APARTMENT,Evening,Summer,1
42.068414869662384,-87.85958989714152,1153,9,36,65,10,0,12,2018,SIDEWALK,Night,Spring,0
41.96628604860513,-87.5876963560604,565,8,19,45,12,2,4,2021,SIDEWALK,Afternoon,Summer,0
41.70747018929538,-87.56744026939174,1222,12,44,54,5,1,7,2022,SIDEWALK,Evening,Summer,0
41.61559156753064,-87.81988234949563,1313,8,2,66,4,0,6,2023,APARTMENT,Night,Summer,1
41.731132022149914,-87.52148296473696,111,3,17,46,17,6,2,2020,RESIDENCE,Evening,Summer,0
41.89753896535013,-87.92756293412037,1726,13,30,33,9,1,5,2021,SIDEWALK,Evening,Summer,0
41.62571290674212,-87.88254083603879,1112,19,47,50,15,5,3,2019,SIDEWALK,Morning,Spring,0
41.84818312360062,-87.70808848787682,1153,2,10,22,21,4,9,2019,SIDEWALK,Afternoon,Summer,0
41.89842142445845,-87.69089338799496,1848,17,35,40,13,4,10,2023,APARTMENT,Evening,Summer,0
41.76712194540848,-87.6596824625146,1161,16,36,39,22,3,1,2019,PARKING LOT,Evening,Summer,0
41.98545610187291,-87.94236389180804,1976,4,33,41,14,2,10,2021,APARTMENT,Morning,Fall,0
41.653299126566885,-87.51783495142004,671,18,1,75,2,2,4,2018,PARKING LOT,Morning,Winter,1
41.637568890867904,-87.92993535826963,1417,14,18,68,2,2,4,2022,APARTMENT,Night,Fall,1
41.964094378101805,-87.88562212127447,1483,2,4,7,11,1,9,2019,RESIDENCE,Evening,Summer,0
41.8477456581031,-87.94369346711328,1778,13,47,71,22,1,1,2021,RESIDENCE,Evening,Fall,1
41.94420119821387,-87.69491370501765,1013,21,27,4,14,2,2,2018,SIDEWALK,Evening,Spring,0
41.81741366930187,-87.53047990223557,279,20,25,76,10,3,1,2020,APARTMENT,Evening,Spring,0
41.723201016619555,-87.65032377526379,896,17,28,59,9,0,1,2020,PARKING LOT,Morning,Spring,0
42.0095511588371,-87.5798041391838,1235,15,22,26,19,5,12,2023,PARKING LOT,Afternoon,Winter,0
41.999707939484495,-87.94402345844364,1865,20,42,31,14,1,1,2022,RESIDENCE,Morning,Spring,1
41.947348235427214,-87.70609311568413,1567,5,25,73,17,2,3,2021,SIDEWALK,Night,Winter,1
41.736072568614986,-87.74319666012252,1144,7,17,69,13,4,11,2021,PARKING LOT,Morning,Spring,0
41.895115333434546,-87.72546442510064,1268,18,44,52,5,1,4,2019,APARTMENT,Afternoon,Fall,0
41.78048694847001,-87.91750406659916,1622,24,12,72,13,0,10,2018,SIDEWALK,Evening,Fall,0
41.64579103666332,-87.64200408751881,1269,11,16,21,15,1,2,2022,APARTMENT,Night,Fall,1
42.058656787731124,-87.72355081331362,540,18,37,16,1,0,1,2018,APARTMENT,Night,Fall,0
41.668409315459485,-87.60568301756243,986,5,16,51,18,0,5,2022,RESIDENCE,Evening,Winter,0
42.0751186769104,-87.73161921467224,520,13,17,16,4,1,6,2021,APARTMENT,Afternoon,Spring,0
41.82300288647898,-87.88277826369811,1439,18,31,18,10,0,2,2021,STREET,Morning,Summer,1
41.692566464419315,-87.65828437066499,1289,2,15,47,10,1,3,2022,SIDEWALK,Evening,Fall,0
41.87095047368918,-87.87242613705267,1775,20,13,56,20,1,10,2018,STREET,Afternoon,Spring,1
42.036472917938205,-87.55742244649034,1326,4,40,28,18,3,3,2023,APARTMENT,Afternoon,Spring,0
41.96611244320478,-87.67409769241884,1619,13,27,56,17,4,2,2020,APARTMENT,Afternoon,Spring,0
42.003280573930724,-87.87925825239937,1879,24,21,37,7,5,4,2020,RESIDENCE,Evening,Summer,0
41.92939168335536,-87.51694787413345,1748,16,2,16,22,0,5,2019,RESIDENCE,Afternoon,Fall,0
41.94613828225893,-87.7167355414991,567,6,8,65,11,1,8,2019,RESIDENCE,Night,Winter,0
42.024597825782664,-87.91719569665776,812,8,42,60,8,0,6,2023,RESIDENCE,Night,Winter,0
41.724834004429596,-87.66792519301322,484,16,7,61,2,1,9,2018,PARKING LOT,Morning,Summer,0
41.844712481821574,-87.83606049184424,413,13,10,11,5,5,3,2023,RESIDENCE,Morning,Summer,0
41.7106047209098,-87.58833794665522,870,23,4,75,20,6,10,2021,APARTMENT,Afternoon,Winter,0
42.093834003998325,-87.58198006689521,1378,4,43,66,20,1,9,2018,APARTMENT,Afternoon,Winter,0
42.07202966984331,-87.5094736898654,1058,2,41,32,23,1,11,2022,SIDEWALK,Afternoon,Fall,0
41.61971340568425,-87.72415871103898,1016,9,36,19,0,4,11,2020,STREET,Morning,Winter,0
41.95278758625785,-87.74526940412252,122,18,35,56,16,0,4,2019,PARKING LOT,Night,Winter,0
42.062624158707834,-87.61093597754909,1881,17,43,5,2,4,8,2018,PARKING LOT,Night,Winter,0
41.69028767256367,-87.89038820464613,438,8,3,3,17,4,10,2018,SIDEWALK,Evening,Summer,0
41.88397261527631,-87.7038880187931,1616,15,18,28,17,6,7,2022,SIDEWALK,Morning,Winter,0
42.05774414879402,-87.70418857994112,922,9,46,72,1,6,7,2021,RESIDENCE,Afternoon,Winter,0
41.616972989292904,-87.90973709473533,1634,17,43,29,3,4,9,2021,SIDEWALK,Night,Fall,0
41.94871013362342,-87.76190716152189,465,23,24,59,0,4,10,2020,PARKING LOT,Evening,Spring,0
41.748674503686274,-87.56602184064477,1495,2,32,25,9,3,2,2023,STREET,Night,Summer,1
42.06219809768827,-87.56473087010241,1014,6,34,22,4,0,5,2023,STREET,Evening,Summer,0
42.085529122582685,-87.90534305078614,1953,5,2,71,4,0,3,2019,PARKING LOT,Afternoon,Fall,0
42.07213324455672,-87.90917560276348,1722,17,2,23,8,1,7,2021,RESIDENCE,Afternoon,Winter,0
41.83710710832873,-87.83178703534914,1342,2,10,70,13,0,3,2021,STREET,Night,Spring,0
42.031021325494656,-87.5563552718507,574,18,23,40,20,5,5,2021,STREET,Morning,Fall,1
42.022274699267534,-87.89199383671692,1546,10,15,14,12,4,5,2023,RESIDENCE,Night,Spring,0
41.75955023662163,-87.62600143881765,1479,10,12,29,12,2,2,2018,STREET,Morning,Winter,0
42.01445773707534,-87.90447547117411,1583,6,43,16,23,6,11,2021,APARTMENT,Night,Spring,0
41.61850381735775,-87.66958796581348,1626,12,17,10,0,0,1,2023,PARKING LOT,Morning,Fall,1
41.898134939241025,-87.78976971539639,126,17,18,47,16,6,12,2022,STREET,Afternoon,Winter,0
41.71500441864385,-87.59498871666536,1041,13,14,4,19,6,6,2023,STREET,Evening,Summer,0
41.66028344288864,-87.84483929802859,901,20,17,12,7,2,1,2020,RESIDENCE,Morning,Spring,0
41.638476600814606,-87.66235917677452,900,16,15,42,2,6,9,2021,STREET,Afternoon,Winter,0
41.948144387939074,-87.84394285944086,959,10,12,4,16,5,10,2019,RESIDENCE,Evening,Winter,0
41.769937481884035,-87.62885287259954,1346,21,16,6,11,3,5,2018,PARKING LOT,Afternoon,Fall,0
41.96238338576438,-87.55684488444766,963,2,32,14,17,1,1,2022,APARTMENT,Afternoon,Winter,0
41.63267817039947,-87.89293919039297,789,2,23,35,13,1,12,2023,SIDEWALK,Afternoon,Fall,0
41.7576451689153,-87.56003194013202,1271,23,38,47,10,1,8,2020,PARKING LOT,Morning,Summer,0
41.86974564618767,-87.68289113551357,1547,7,34,58,15,3,1,2018,STREET,Afternoon,Spring,0
41.995361582419484,-87.89280027910984,838,6,34,65,3,4,4,2022,APARTMENT,Afternoon,Summer,1
41.75937625146604,-87.75760616508813,1474,1,16,19,17,6,7,2018,SIDEWALK,Afternoon,Fall,0
41.91294568821851,-87.8776128679317,1309,12,34,57,6,2,4,2020,SIDEWALK,Morning,Summer,0
42.042988874118095,-87.63484345001004,514,13,40,65,10,0,12,2020,STREET,Night,Spring,1
41.90793159409115,-87.60850933951193,1929,12,7,13,15,4,5,2021,SIDEWALK,Afternoon,Summer,1
41.716479737376815,-87.90239156587724,1081,19,33,8,15,1,7,2019,SIDEWALK,Night,Winter,0
41.61220039077827,-87.7222370662874,528,9,4,18,2,1,4,2021,PARKING LOT,Afternoon,Spring,0
42.035049436950466,-87.58341872478834,140,10,43,35,22,6,5,2023,PARKING LOT,Morning,Summer,1
41.6106347054252,-87.52872663130205,1004,17,7,26,23,4,7,2018,SIDEWALK,Night,Spring,0
42.0373508363421,-87.71891695996621,1111,18,18,38,8,2,1,2021,RESIDENCE,Afternoon,Summer,0
41.86446856701361,-87.52237434937487,1516,8,4,66,7,4,12,2020,STREET,Night,Winter,0
42.06953384925645,-87.70893996329478,802,7,49,26,6,3,3,2020,RESIDENCE,Evening,Fall,0
41.999391617886836,-87.77261427743004,178,9,11,57,16,1,1,2020,RESIDENCE,Night,Summer,0
42.09896705526667,-87.5683085921512,816,10,43,25,10,2,3,2021,SIDEWALK,Afternoon,Spring,0
41.77535590772585,-87.72815778029386,1913,12,20,30,3,6,11,2023,STREET,Night,Summer,0
41.98359414446556,-87.73764387024596,1907,15,11,7,3,0,2,2023,RESIDENCE,Afternoon,Fall,1
41.800965456804626,-87.72935937976558,643,15,15,27,4,6,5,2022,PARKING LOT,Night,Winter,0
41.83993781015196,-87.56894674915861,1573,4,46,11,7,1,10,2021,PARKING LOT,Night,Winter,0
41.913752731609186,-87.57562630624038,573,4,17,8,9,6,5,2021,STREET,Morning,Fall,0
42.03683855709317,-87.76841600340191,1265,23,34,11,16,4,10,2021,RESIDENCE,Morning,Winter,1
42.09204173459965,-87.80001506305827,1374,1,48,30,5,2,9,2021,APARTMENT,Night,Summer,0
41.98413670693226,-87.7286323891824,393,12,12,15,8,1,8,2020,APARTMENT,Morning,Spring,0
41.80888339108367,-87.6922523706183,709,2,42,56,9,0,3,2019,STREET,Morning,Summer,0
41.81067850113854,-87.8427482552174,235,15,28,35,7,0,1,2021,STREET,Evening,Fall,0
41.968791150794445,-87.59272021187799,583,17,48,39,14,5,5,2021,APARTMENT,Afternoon,Summer,1
41.71938857288415,-87.73108275542042,1912,7,35,24,17,4,11,2019,RESIDENCE,Afternoon,Summer,0
41.655237056565696,-87.79967950321102,1435,6,8,8,22,3,3,2021,RESIDENCE,Evening,Fall,0
41.77731107882039,-87.90193055316621,913,12,27,43,4,4,5,2019,SIDEWALK,Night,Spring,0
41.74361949582704,-87.84251967781837,654,19,22,42,17,2,9,2020,STREET,Morning,Winter,0
41.748154060227996,-87.5228234727098,1755,1,24,41,0,4,11,2022,RESIDENCE,Afternoon,Fall,1
41.71680387552496,-87.81270514093121,1855,21,2,47,1,2,1,2021,APARTMENT,Evening,Winter,0
41.62104659481818,-87.87401331978484,145,14,31,26,9,5,1,2022,APARTMENT,Afternoon,Winter,0
41.60893696736671,-87.74269724375526,1359,4,22,52,5,5,9,2021,PARKING LOT,Night,Fall,0
42.09386119486802,-87.81181051548789,1171,5,1,22,23,5,3,2018,RESIDENCE,Evening,Spring,0
41.813886566867936,-87.93417833737797,297,1,14,5,18,3,12,2023,SIDEWALK,Night,Fall,0
41.79216332357984,-87.80458465222426,183,1,25,15,20,5,10,2018,SIDEWALK,Night,Fall,0
41.939823641346536,-87.70515111922724,642,21,36,36,10,4,5,2020,STREET,Evening,Summer,1
41.70912694393253,-87.70172943259102,1284,6,36,63,17,0,9,2022,PARKING LOT,Afternoon,Summer,0
42.07498059197511,-87.7895484854704,1551,5,41,49,15,2,11,2022,APARTMENT,Morning,Fall,0
41.993172507207774,-87.74871375968632,170,2,3,55,7,6,5,2019,APARTMENT,Morning,Summer,1
41.64470550115613,-87.51551693679436,619,21,5,72,3,2,12,2019,STREET,Evening,Spring,0
41.808790387892465,-87.78019318524636,997,5,1,60,10,0,12,2021,SIDEWALK,Morning,Summer,0
42.039559153781084,-87.83379793403302,1012,9,19,57,9,6,3,2019,SIDEWALK,Night,Spring,0
42.072366011145704,-87.84043983016996,1175,19,33,29,15,4,9,2019,APARTMENT,Afternoon,Winter,1
41.83370075562494,-87.74400592428314,1168,21,42,19,11,3,12,2022,STREET,Evening,Winter,1
41.90670569460536,-87.60821593307737,392,15,30,73,21,1,7,2018,RESIDENCE,Night,Spring,0
41.68351697304604,-87.85730531711519,1037,13,12,10,2,4,12,2022,PARKING LOT,Night,Winter,0
42.09558431306849,-87.63081674278665,911,12,10,10,10,5,12,2019,SIDEWALK,Afternoon,Spring,0
41.715835850691725,-87.94048257949277,1588,5,34,57,23,6,7,2021,SIDEWALK,Afternoon,Fall,0
42.071365887067564,-87.76148015990722,1673,2,16,54,15,4,8,2018,SIDEWALK,Morning,Summer,0
41.92482332449619,-87.60086072065874,966,4,40,56,23,2,11,2019,RESIDENCE,Afternoon,Winter,0
41.90386839743943,-87.7975701699015,479,18,46,68,2,2,5,2019,RESIDENCE,Evening,Winter,1
41.856344255508255,-87.69631830434957,1106,21,29,69,9,3,2,2023,PARKING LOT,Evening,Fall,0
41.71533490585888,-87.85775934522835,1866,10,15,55,20,5,11,2021,SIDEWALK,Afternoon,Summer,0
41.688264016002755,-87.61610207399322,1601,13,48,69,15,6,9,2021,APARTMENT,Afternoon,Summer,0
41.71024310453509,-87.92647440352906,361,12,11,72,6,3,3,2019,SIDEWALK,Night,Spring,0
